driver_id,age,vehicle_age_yrs,speeding_pct,harsh_braking_per100km,harsh_accel_per100km,cornering_per100km,night_driving_pct,phone_use_per_trip,max_speed_kmh,monthly_km,harsh_event_index,speed_risk_index,distraction_score,risk_score,risk_tier,is_high_risk
DRV-0834,59,0,0.0125,3.27,3.42,5.33,0.0766,1.82,105.9,425,0.229,0.179,0.2275,0.7,Low,0
DRV-0835,37,2,0.1286,4.75,3.39,2.71,0.1316,2.35,96.4,391,0.2057,0.2072,0.2938,1.0,Low,0
DRV-0836,45,3,0.032,4.22,3.58,11.97,0.1168,1.57,96.8,232,0.3835,0.1556,0.1962,8.6,Low,0
DRV-0837,25,0,0.0,0.65,1.58,1.03,0.1025,0.81,82.5,387,0.0599,0.0844,0.1013,0.0,Low,0
DRV-0838,34,0,0.1215,7.17,9.34,3.97,0.1698,3.26,126.1,245,0.3785,0.3147,0.4075,99.5,High,1
DRV-0839,25,2,0.02,1.85,1.86,3.7,0.1003,1.86,120.1,502,0.142,0.2364,0.2325,1.3,Low,0
DRV-0840,53,4,0.0766,2.99,5.01,2.1,0.1393,1.11,79.9,245,0.1853,0.1168,0.1388,0.9,Low,0
DRV-0841,19,2,0.0,1.65,3.22,1.3,0.0734,0.62,76.0,203,0.1127,0.06,0.0775,0.0,Low,0
DRV-0842,42,0,0.1268,2.3,1.6,0.85,0.0691,0.93,90.2,197,0.0897,0.183,0.1162,0.0,Low,0
DRV-0843,42,5,0.1269,3.69,3.46,2.8,0.0888,2.14,93.5,271,0.1875,0.1954,0.2675,0.0,Low,0
DRV-0844,41,8,0.2482,4.95,4.13,3.32,0.1351,1.83,122.2,358,0.2342,0.3698,0.2288,53.4,Moderate,1
DRV-0845,18,5,0.0018,1.31,0.54,0.63,0.0368,0.19,80.6,199,0.0478,0.0782,0.0238,0.0,Low,0
DRV-0846,18,6,0.0188,5.58,1.56,1.65,0.0498,0.67,102.4,567,0.1706,0.1693,0.0838,0.0,Low,0
DRV-0847,39,0,0.1621,3.21,6.49,3.02,0.0692,0.66,90.0,712,0.2328,0.2017,0.0825,0.5,Low,0
DRV-0848,26,0,0.1069,5.82,5.66,3.62,0.1439,2.26,118.9,569,0.2831,0.2797,0.2825,92.9,High,1
DRV-0849,30,1,0.076,3.3,2.99,2.35,0.0947,1.03,88.3,774,0.1628,0.1479,0.1288,0.0,Low,0
DRV-0850,32,1,0.0997,3.42,2.13,1.98,0.0725,0.57,116.2,104,0.1435,0.2656,0.0712,0.3,Low,0
DRV-0851,25,1,0.0,2.03,2.86,1.41,0.0495,1.25,72.4,144,0.1165,0.0465,0.1562,0.0,Low,0
DRV-0852,23,3,0.157,6.55,7.06,3.2,0.1365,1.29,97.6,537,0.3127,0.2274,0.1612,11.1,Low,0
DRV-0853,37,0,0.0906,7.13,2.58,1.84,0.1108,1.73,75.7,337,0.2224,0.1087,0.2162,0.5,Low,0
DRV-0854,18,0,0.2732,9.47,6.06,5.62,0.1984,2.66,134.6,250,0.4028,0.43,0.3325,100.0,High,1
DRV-0855,31,7,0.2253,5.91,6.4,4.04,0.1518,2.16,125.8,889,0.3057,0.3707,0.27,97.7,High,1
DRV-0856,29,6,0.1923,5.11,3.73,2.88,0.1471,1.71,91.5,354,0.222,0.2239,0.2138,4.8,Low,0
DRV-0857,37,2,0.1324,7.61,7.67,4.89,0.1387,2.25,123.7,476,0.3778,0.3117,0.2812,99.1,High,1
DRV-0858,66,8,0.0558,6.37,3.65,2.99,0.1256,1.21,96.2,230,0.248,0.1664,0.1512,0.8,Low,0
DRV-0859,26,4,0.2779,5.2,4.49,4.03,0.2384,2.61,119.2,991,0.2594,0.3748,0.3262,89.6,High,1
DRV-0860,42,0,0.0,3.79,2.87,2.16,0.1061,0.91,103.8,344,0.1668,0.1642,0.1138,0.0,Low,0
DRV-0861,40,1,0.1622,12.05,8.38,5.85,0.2204,2.49,133.7,697,0.4977,0.3656,0.3113,99.8,High,1
DRV-0862,44,5,0.2521,9.14,7.07,6.73,0.2043,3.08,140.8,290,0.4352,0.4417,0.385,100.0,High,1
DRV-0863,35,4,0.1,4.39,0.69,1.96,0.053,0.18,78.9,546,0.1385,0.1259,0.0225,0.0,Low,0
DRV-0864,55,10,0.049,3.2,1.75,1.46,0.1298,0.41,92.7,437,0.1224,0.1496,0.0512,0.2,Low,0
DRV-0865,46,1,0.1693,6.03,3.93,3.1,0.114,1.12,101.7,980,0.2481,0.2495,0.14,2.2,Low,0
DRV-0866,46,2,0.0247,5.75,5.65,4.41,0.192,2.06,90.6,303,0.2974,0.1283,0.2575,78.5,High,1
DRV-0867,21,0,0.0086,6.15,1.14,3.63,0.057,0.41,87.3,279,0.2146,0.1071,0.0512,0.3,Low,0
DRV-0868,39,0,0.044,6.92,6.01,9.96,0.1552,1.89,105.3,774,0.4378,0.1941,0.2362,94.1,High,1
DRV-0869,31,1,0.1011,4.83,1.77,1.41,0.0867,1.12,109.1,155,0.1543,0.2397,0.14,0.0,Low,0
DRV-0870,27,4,0.0081,3.5,2.97,2.67,0.1237,2.16,86.7,98,0.1729,0.1046,0.27,1.2,Low,0
DRV-0871,30,0,0.0221,7.03,2.92,2.69,0.1088,1.19,117.3,199,0.2431,0.227,0.1488,0.7,Low,0
DRV-0872,37,8,0.0737,2.08,2.19,1.99,0.0374,2.65,87.7,588,0.1179,0.1444,0.3312,0.7,Low,0
DRV-0873,43,7,0.1749,3.99,6.21,3.93,0.1351,1.34,110.3,1105,0.2619,0.2848,0.1675,9.4,Low,0
DRV-0874,49,3,0.0427,2.5,1.61,1.91,0.0933,0.87,75.4,208,0.115,0.0812,0.1088,0.0,Low,0
DRV-0875,49,8,0.0649,1.94,1.96,0.81,0.0574,2.04,83.3,230,0.0877,0.1231,0.255,0.2,Low,0
DRV-0876,41,0,0.0399,1.22,3.65,0.56,0.03,0.22,73.8,661,0.0964,0.0737,0.0275,0.0,Low,0
DRV-0877,38,2,0.1305,5.23,6.18,4.87,0.1501,1.58,138.0,293,0.305,0.3643,0.1975,93.4,High,1
DRV-0878,34,4,0.0426,3.93,3.52,3.81,0.1284,2.14,96.5,263,0.2135,0.1603,0.2675,3.4,Low,0
DRV-0879,35,1,0.1348,4.6,4.81,2.37,0.1058,1.04,116.9,1066,0.2196,0.2875,0.13,3.4,Low,0
DRV-0880,28,2,0.0736,1.43,1.32,1.89,0.0651,0.84,102.4,679,0.0884,0.1995,0.105,0.0,Low,0
DRV-0881,32,6,0.1158,4.75,5.27,2.51,0.181,0.82,107.9,518,0.233,0.2433,0.1025,2.0,Low,0
DRV-0882,42,5,0.13,6.04,3.19,5.07,0.1858,1.17,98.3,118,0.2754,0.2151,0.1462,6.3,Low,0
DRV-0883,56,0,0.0,3.58,2.43,5.5,0.0522,1.02,114.7,178,0.2221,0.2051,0.1275,0.6,Low,0
DRV-0884,36,2,0.2335,7.37,5.77,4.4,0.1713,2.07,148.0,580,0.3316,0.4584,0.2588,100.0,High,1
DRV-0885,28,6,0.1376,4.79,4.93,4.41,0.1352,1.72,115.9,418,0.2662,0.2853,0.215,65.8,Moderate,1
DRV-0886,49,0,0.0598,3.42,2.56,3.03,0.144,1.15,94.7,196,0.1717,0.163,0.1438,0.2,Low,0
DRV-0887,18,17,0.0906,3.81,3.58,2.48,0.1625,1.31,94.4,334,0.1855,0.1788,0.1638,0.2,Low,0
DRV-0888,50,0,0.1177,5.97,5.98,3.91,0.1632,3.63,122.0,801,0.2973,0.2972,0.4538,95.7,High,1
DRV-0889,20,2,0.2595,9.9,5.97,5.57,0.2391,2.74,127.9,1357,0.4089,0.3974,0.3425,99.4,High,1
DRV-0890,45,7,0.1083,6.85,11.86,6.35,0.1872,2.22,126.4,311,0.4617,0.3086,0.2775,99.9,High,1
DRV-0891,32,3,0.0,4.76,1.83,3.96,0.074,0.99,70.9,283,0.2049,0.0409,0.1238,0.0,Low,0
DRV-0892,41,7,0.0283,2.38,1.46,1.43,0.1046,0.52,91.4,404,0.1005,0.1333,0.065,0.0,Low,0
DRV-0893,62,0,0.1265,1.15,1.22,1.32,0.0545,0.81,100.5,810,0.0697,0.2215,0.1013,0.3,Low,0
DRV-0894,27,2,0.2017,4.89,5.78,4.41,0.1903,2.02,121.4,728,0.2823,0.3412,0.2525,70.5,High,1
DRV-0895,25,1,0.0762,7.27,5.1,4.67,0.1517,2.47,115.0,407,0.3238,0.2482,0.3088,98.0,High,1
DRV-0896,38,1,0.1351,3.11,3.1,2.47,0.1231,0.68,91.0,371,0.1633,0.1906,0.085,0.0,Low,0
DRV-0897,56,2,0.1478,3.02,3.13,3.08,0.0705,0.94,77.7,598,0.1742,0.1477,0.1175,0.0,Low,0
DRV-0898,40,3,0.0,1.91,1.69,3.13,0.0722,1.2,84.0,1002,0.129,0.09,0.15,0.0,Low,0
DRV-0899,38,0,0.0,2.7,3.25,1.97,0.0431,0.77,83.2,241,0.1476,0.087,0.0962,0.0,Low,0
DRV-0900,40,5,0.2399,9.2,9.29,6.74,0.2216,3.93,143.4,286,0.4736,0.4447,0.4912,99.8,High,1
DRV-0901,25,2,0.1498,3.08,2.71,2.29,0.0782,1.98,90.4,658,0.1526,0.1964,0.2475,0.4,Low,0
DRV-0902,40,1,0.2275,4.76,4.88,3.3,0.1263,1.41,97.7,395,0.2425,0.2665,0.1762,7.6,Low,0
DRV-0903,33,5,0.181,8.61,7.86,7.7,0.2223,2.48,142.4,221,0.4572,0.4086,0.31,100.0,High,1
DRV-0904,53,10,0.3195,7.62,6.71,6.0,0.1957,2.47,123.9,423,0.3842,0.4154,0.3088,99.9,High,1
DRV-0905,47,5,0.0,2.94,0.72,1.59,0.0543,0.76,74.7,452,0.1026,0.0551,0.095,0.0,Low,0
DRV-0906,22,0,0.0572,3.9,3.26,1.91,0.1154,1.25,107.9,159,0.1705,0.2111,0.1562,0.0,Low,0
DRV-0907,34,1,0.0895,6.06,4.06,3.9,0.1328,1.29,111.7,399,0.2669,0.2431,0.1612,2.5,Low,0
DRV-0908,44,0,0.2656,8.66,6.41,4.49,0.2104,2.28,122.4,348,0.3698,0.3801,0.285,99.9,High,1
DRV-0909,26,2,0.1752,7.2,3.12,2.61,0.1443,1.3,98.0,257,0.2482,0.2389,0.1625,1.8,Low,0
DRV-0910,25,3,0.0834,1.53,0.75,1.04,0.0845,0.37,90.5,237,0.0639,0.1602,0.0462,0.0,Low,0
DRV-0911,32,2,0.0,3.25,4.09,3.2,0.1396,1.38,103.8,226,0.1972,0.1642,0.1725,0.1,Low,0
DRV-0912,42,2,0.0547,0.96,2.26,0.46,0.0263,0.7,83.2,138,0.0661,0.1171,0.0875,0.0,Low,0
DRV-0913,50,1,0.1491,4.55,4.88,3.68,0.1141,1.44,108.6,685,0.2459,0.2643,0.18,10.5,Low,0
DRV-0914,40,1,0.0383,5.79,4.79,4.21,0.1234,1.99,104.4,155,0.2798,0.1876,0.2488,62.7,Moderate,1
DRV-0915,67,7,0.0,4.57,3.28,5.99,0.1057,1.3,93.1,332,0.2659,0.1241,0.1625,0.5,Low,0
DRV-0916,29,6,0.2325,6.62,5.44,6.2,0.1602,1.96,116.8,250,0.3471,0.3409,0.245,99.4,High,1
DRV-0917,46,6,0.0218,3.56,1.08,1.91,0.0571,3.24,75.9,226,0.1274,0.0716,0.405,1.8,Low,0
DRV-0918,24,3,0.0484,4.84,6.99,3.12,0.1434,2.34,95.7,637,0.2757,0.1605,0.2925,13.1,Low,0
DRV-0919,57,18,0.0429,1.97,1.88,2.32,0.0883,1.07,91.6,365,0.1171,0.1421,0.1338,0.0,Low,0
DRV-0920,54,7,0.0775,5.79,1.66,1.97,0.0712,1.31,104.6,209,0.1829,0.2099,0.1638,0.0,Low,0
DRV-0921,46,3,0.0471,4.33,1.8,1.26,0.0815,0.55,67.0,197,0.1418,0.0522,0.0688,0.0,Low,0
DRV-0922,18,2,0.0321,5.59,4.06,4.27,0.1351,1.69,103.9,443,0.2649,0.1823,0.2112,18.2,Low,0
DRV-0923,46,2,0.2141,3.77,3.46,2.68,0.087,1.14,106.4,729,0.1867,0.2918,0.1425,0.8,Low,0
DRV-0924,28,12,0.1542,3.57,3.38,2.93,0.1025,1.73,114.3,564,0.1863,0.2884,0.2162,2.4,Low,0
DRV-0925,43,7,0.1212,6.81,5.87,4.51,0.1987,1.51,133.9,402,0.3242,0.3438,0.1888,91.9,High,1
DRV-0926,20,3,0.059,8.92,6.27,3.84,0.0674,1.18,94.4,258,0.3597,0.1615,0.1475,3.6,Low,0
DRV-0927,41,0,0.0982,4.42,3.5,2.76,0.0813,1.69,121.2,569,0.2019,0.2835,0.2112,1.1,Low,0
DRV-0928,33,1,0.1318,9.16,9.55,7.32,0.2572,2.85,131.1,491,0.4888,0.3391,0.3562,99.8,High,1
DRV-0929,28,5,0.0525,1.56,1.24,0.8,0.0545,0.78,97.3,310,0.0679,0.1688,0.0975,0.0,Low,0
DRV-0930,45,6,0.0,3.51,2.58,1.34,0.0848,1.34,77.2,1028,0.14,0.0645,0.1675,0.0,Low,0
DRV-0931,37,6,0.1896,7.31,5.79,6.15,0.1705,2.07,129.7,400,0.3657,0.3657,0.2588,100.0,High,1
DRV-0932,35,6,0.0837,8.25,5.75,4.43,0.1783,1.7,126.0,589,0.3494,0.2935,0.2125,98.5,High,1
DRV-0933,46,7,0.0,3.83,2.01,1.98,0.0637,0.67,86.5,488,0.1497,0.0994,0.0838,0.0,Low,0
DRV-0934,60,7,0.1509,2.5,1.74,1.65,0.1268,1.13,60.7,482,0.112,0.0856,0.1412,0.0,Low,0
DRV-0935,41,0,0.0598,3.39,1.83,2.7,0.0597,1.18,94.6,153,0.1523,0.1626,0.1475,0.0,Low,0
DRV-0936,18,3,0.1742,6.11,5.31,3.95,0.2118,2.23,114.4,262,0.2897,0.2998,0.2788,96.9,High,1
DRV-0937,19,2,0.0,2.8,3.71,4.08,0.0686,1.07,113.3,1680,0.1994,0.1999,0.1338,0.6,Low,0
DRV-0938,38,6,0.0026,4.28,1.12,1.39,0.0707,0.63,82.3,980,0.1321,0.0851,0.0788,0.0,Low,0
DRV-0939,50,15,0.1786,6.65,6.82,3.53,0.1928,2.37,106.0,452,0.3173,0.2707,0.2962,97.6,High,1
DRV-0940,39,6,0.0442,1.54,1.09,1.94,0.0578,0.82,73.4,290,0.0878,0.0746,0.1025,0.0,Low,0
DRV-0941,44,10,0.0,2.61,3.16,1.67,0.1213,0.98,88.0,96,0.1383,0.105,0.1225,0.0,Low,0
DRV-0942,37,0,0.1865,7.16,5.42,5.54,0.1561,1.8,151.8,171,0.3443,0.4468,0.225,99.8,High,1
DRV-0943,49,4,0.1326,3.87,3.24,3.03,0.1217,1.81,86.2,377,0.192,0.1712,0.2262,0.3,Low,0
DRV-0944,45,6,0.3296,9.0,7.58,7.31,0.2392,4.13,121.7,245,0.4525,0.4127,0.5162,99.8,High,1
DRV-0945,25,0,0.0414,3.4,2.47,2.83,0.0873,1.66,97.8,326,0.1658,0.1645,0.2075,0.0,Low,0
DRV-0946,43,2,0.0,5.03,2.47,2.12,0.0743,1.11,120.7,454,0.1842,0.2276,0.1388,0.1,Low,0
DRV-0947,19,3,0.0024,2.72,1.78,2.31,0.0939,0.79,103.1,108,0.1303,0.1629,0.0988,0.1,Low,0
DRV-0948,43,0,0.0722,7.25,5.65,4.48,0.1583,1.63,130.2,291,0.3288,0.303,0.2037,97.2,High,1
DRV-0949,34,8,0.1364,5.92,4.37,2.28,0.0943,1.83,96.5,215,0.2368,0.2119,0.2288,4.7,Low,0
DRV-0950,39,4,0.0,8.29,6.13,3.85,0.1696,1.39,92.3,203,0.345,0.1211,0.1737,17.4,Low,0
DRV-0951,41,1,0.0108,2.04,2.8,1.1,0.1372,2.48,83.2,943,0.1095,0.0929,0.31,1.7,Low,0
DRV-0952,41,1,0.2315,5.17,9.14,3.47,0.1506,2.6,111.9,644,0.3251,0.322,0.325,88.5,High,1
DRV-0953,55,3,0.1221,4.87,3.54,4.54,0.1072,3.0,107.9,267,0.2472,0.2468,0.375,10.2,Low,0
DRV-0954,38,12,0.153,4.68,2.89,2.63,0.1031,1.19,100.1,381,0.1944,0.2345,0.1488,0.0,Low,0
DRV-0955,40,4,0.0,3.32,1.75,3.92,0.12,0.71,99.9,200,0.174,0.1496,0.0888,0.0,Low,0
DRV-0956,53,2,0.0932,6.79,5.94,5.65,0.1629,2.5,114.7,276,0.3478,0.2564,0.3125,97.8,High,1
DRV-0957,60,3,0.2274,5.52,5.28,3.37,0.1292,1.45,101.1,802,0.2658,0.2792,0.1812,64.6,Moderate,1
DRV-0958,37,0,0.1119,4.09,3.11,3.0,0.1349,2.68,89.7,467,0.1936,0.1729,0.335,1.3,Low,0
DRV-0959,31,6,0.0278,2.06,1.51,1.62,0.0745,0.39,87.4,445,0.0988,0.118,0.0488,0.0,Low,0
DRV-0960,32,0,0.0358,4.04,4.98,4.25,0.1158,1.21,104.8,862,0.2488,0.1877,0.1512,0.9,Low,0
DRV-0961,43,2,0.1085,3.89,5.88,4.06,0.139,1.21,116.5,403,0.257,0.2716,0.1512,8.2,Low,0
DRV-0962,35,7,0.0,2.88,1.9,2.17,0.0873,0.79,110.9,350,0.1327,0.1909,0.0988,0.0,Low,0
DRV-0963,18,3,0.133,2.63,3.88,4.05,0.084,0.68,79.6,577,0.1983,0.1466,0.085,0.1,Low,0
DRV-0964,51,2,0.3208,5.49,5.2,4.05,0.1916,2.66,116.2,137,0.2775,0.3872,0.3325,98.7,High,1
DRV-0965,47,6,0.1132,5.14,2.54,2.33,0.0806,2.22,96.8,253,0.1917,0.2003,0.2775,1.2,Low,0
DRV-0966,51,13,0.0,1.39,1.1,1.27,0.056,0.64,69.2,295,0.0715,0.0345,0.08,0.0,Low,0
DRV-0967,54,0,0.0,2.86,2.76,3.98,0.1382,0.86,92.3,411,0.1828,0.1211,0.1075,0.7,Low,0
DRV-0968,40,4,0.0,1.95,1.32,2.68,0.0738,1.24,105.3,230,0.1146,0.1699,0.155,0.0,Low,0
DRV-0969,41,2,0.1619,2.72,2.19,1.65,0.1151,0.7,88.1,152,0.1239,0.1944,0.0875,0.0,Low,0
DRV-0970,50,8,0.2141,9.54,8.74,8.28,0.2705,2.76,133.5,135,0.5021,0.3934,0.345,100.0,High,1
DRV-0971,23,1,0.0706,3.84,3.66,2.36,0.2006,1.02,100.6,316,0.185,0.1911,0.1275,0.1,Low,0
DRV-0972,33,13,0.1609,4.72,5.33,3.21,0.1811,2.76,118.7,259,0.2474,0.3086,0.345,34.7,Low,0
DRV-0973,37,6,0.182,8.51,2.88,2.15,0.1799,1.48,97.6,229,0.2612,0.2411,0.185,11.8,Low,0
DRV-0974,49,12,0.0157,3.88,2.31,0.9,0.1028,0.44,87.9,207,0.1341,0.1133,0.055,0.0,Low,0
DRV-0975,31,1,0.067,4.59,3.38,2.34,0.0839,2.03,73.4,445,0.1949,0.0871,0.2537,0.0,Low,0
DRV-0976,29,0,0.0857,3.88,3.52,2.56,0.1297,1.33,105.5,754,0.1875,0.2178,0.1662,0.3,Low,0
DRV-0977,32,1,0.1502,8.95,6.31,4.79,0.1787,1.91,125.6,428,0.38,0.3286,0.2388,99.8,High,1
DRV-0978,43,9,0.0267,4.22,2.86,1.46,0.0696,0.71,104.6,543,0.1613,0.1819,0.0888,0.0,Low,0
DRV-0979,37,6,0.1911,6.5,5.81,5.94,0.1751,2.2,95.6,342,0.3456,0.2386,0.275,97.9,High,1
DRV-0980,20,3,0.0578,4.29,4.78,2.89,0.0669,0.6,87.0,408,0.2233,0.133,0.075,0.0,Low,0
DRV-0981,22,5,0.2444,5.52,3.88,4.89,0.1134,1.32,118.2,814,0.2729,0.3527,0.165,6.8,Low,0
DRV-0982,39,14,0.0552,5.87,0.99,1.16,0.0275,0.55,79.9,389,0.1571,0.105,0.0688,0.0,Low,0
DRV-0983,40,0,0.1952,5.59,3.75,4.4,0.1213,1.28,109.5,451,0.2623,0.293,0.16,2.7,Low,0
DRV-0984,38,8,0.0,4.14,2.1,1.2,0.0899,0.65,85.5,223,0.1418,0.0956,0.0812,0.0,Low,0
DRV-0985,32,1,0.0447,5.15,0.74,1.54,0.0696,0.29,78.4,587,0.1461,0.0936,0.0362,0.0,Low,0
DRV-0986,47,3,0.0,5.07,1.63,1.2,0.0845,0.71,103.6,678,0.1526,0.1635,0.0888,0.1,Low,0
DRV-0987,42,1,0.1406,6.38,3.38,4.42,0.1215,1.23,89.6,528,0.2723,0.1883,0.1538,1.7,Low,0
DRV-0988,42,1,0.1326,5.2,3.31,4.32,0.1107,1.14,100.3,387,0.2456,0.2241,0.1425,0.2,Low,0
DRV-0989,42,7,0.0197,1.94,2.34,0.59,0.0695,0.29,86.8,227,0.0896,0.1113,0.0362,0.0,Low,0
DRV-0990,57,0,0.2583,5.25,3.77,3.57,0.1499,1.56,117.3,160,0.2392,0.3569,0.195,19.2,Low,0
DRV-0991,25,7,0.1717,3.27,2.86,3.11,0.1165,1.11,98.2,440,0.1753,0.2377,0.1388,0.1,Low,0
DRV-0992,32,1,0.1144,2.66,1.6,1.3,0.052,0.8,101.6,398,0.1059,0.2189,0.1,0.0,Low,0
DRV-0993,33,2,0.1062,3.04,2.25,2.06,0.104,0.72,93.1,317,0.1395,0.1825,0.09,0.0,Low,0
DRV-0994,53,2,0.2012,4.22,6.41,4.37,0.0847,1.66,103.2,676,0.2786,0.2727,0.2075,17.0,Low,0
DRV-0995,33,1,0.0,2.91,2.82,3.08,0.0733,0.99,100.0,238,0.1668,0.15,0.1238,0.0,Low,0
DRV-0996,28,6,0.1367,2.49,1.56,1.98,0.0656,0.65,100.3,96,0.1154,0.2263,0.0812,0.4,Low,0
DRV-0997,36,0,0.0014,3.84,3.34,2.54,0.0567,1.18,100.4,149,0.1833,0.1523,0.1475,0.0,Low,0
DRV-0998,39,6,0.0,1.88,0.95,3.98,0.08,0.83,74.1,247,0.133,0.0529,0.1038,0.0,Low,0
DRV-0999,52,13,0.0868,3.0,2.8,1.28,0.0911,0.68,94.8,818,0.1323,0.1782,0.085,0.0,Low,0
DRV-1000,33,3,0.0929,1.09,1.76,0.61,0.0429,0.49,90.8,196,0.0633,0.1666,0.0612,0.0,Low,0
DRV-1001,29,1,0.0,1.11,2.88,2.26,0.0344,0.73,101.8,229,0.1154,0.1568,0.0912,0.0,Low,0
DRV-1002,27,0,0.0142,1.68,1.44,2.18,0.118,1.15,78.2,464,0.1012,0.0761,0.1438,0.0,Low,0
DRV-1003,33,4,0.128,5.96,4.06,2.87,0.1803,1.46,114.4,575,0.2443,0.2744,0.1825,9.5,Low,0
DRV-1004,68,0,0.0693,2.8,5.81,1.95,0.1355,0.81,94.2,110,0.1918,0.1664,0.1013,0.7,Low,0
DRV-1005,42,4,0.1737,4.55,4.01,4.35,0.1316,1.29,110.3,74,0.2448,0.2842,0.1612,4.4,Low,0
DRV-1006,45,0,0.295,3.33,2.74,2.74,0.1721,0.94,87.4,195,0.1671,0.265,0.1175,3.4,Low,0
DRV-1007,37,4,0.136,4.69,5.9,3.93,0.1349,1.15,105.2,707,0.2707,0.2443,0.1438,5.9,Low,0
DRV-1008,39,1,0.0009,1.93,1.76,3.35,0.0426,0.53,94.1,376,0.1349,0.1284,0.0662,0.1,Low,0
DRV-1009,47,3,0.0,4.29,1.26,1.47,0.1019,1.91,78.1,199,0.1362,0.0679,0.2388,0.0,Low,0
DRV-1010,44,1,0.0572,3.38,3.0,2.26,0.1217,0.86,114.9,461,0.1628,0.2373,0.1075,0.1,Low,0
DRV-1011,42,5,0.0569,4.57,4.43,2.85,0.1027,1.18,87.4,337,0.2222,0.134,0.1475,0.0,Low,0
DRV-1012,38,0,0.0675,2.5,1.44,2.41,0.041,0.46,95.5,401,0.1222,0.1703,0.0575,0.0,Low,0
DRV-1013,33,4,0.0875,3.09,2.37,1.4,0.0607,1.1,64.7,156,0.1293,0.0658,0.1375,0.0,Low,0
DRV-1014,43,6,0.0228,1.89,2.55,4.25,0.0815,1.84,88.5,145,0.1653,0.1194,0.23,0.6,Low,0
DRV-1015,39,15,0.3665,11.42,8.22,5.74,0.2368,2.66,142.3,1224,0.4802,0.5102,0.3325,98.4,High,1
DRV-1016,63,1,0.0536,4.19,3.72,3.95,0.1008,1.64,110.9,282,0.2248,0.2204,0.205,0.8,Low,0
DRV-1017,50,3,0.0837,5.78,2.67,2.13,0.1122,1.03,99.5,213,0.2027,0.1942,0.1288,0.0,Low,0
DRV-1018,29,0,0.0889,4.15,1.65,1.27,0.0509,1.58,88.7,288,0.1359,0.1565,0.1975,0.0,Low,0
DRV-1019,23,1,0.2023,5.98,6.18,3.83,0.135,1.89,120.8,442,0.2992,0.3393,0.2362,95.1,High,1
DRV-1020,33,1,0.1485,3.84,3.13,2.17,0.0648,0.8,107.8,810,0.1724,0.2609,0.1,0.0,Low,0
DRV-1021,25,0,0.2133,6.5,6.29,4.98,0.2035,1.94,139.4,430,0.3344,0.4151,0.2425,99.8,High,1
DRV-1022,32,19,0.1417,2.79,4.7,2.84,0.0836,1.03,82.5,296,0.1909,0.1623,0.1288,0.0,Low,0
DRV-1023,26,1,0.0536,3.55,3.32,3.3,0.1507,0.96,99.0,811,0.1923,0.1757,0.12,0.5,Low,0
DRV-1024,34,0,0.1031,3.14,2.1,1.47,0.1119,0.65,64.7,643,0.1272,0.0743,0.0812,0.0,Low,0
DRV-1025,34,3,0.2092,6.29,4.68,3.97,0.1839,1.89,99.0,252,0.2832,0.2613,0.2362,95.0,High,1
DRV-1026,39,5,0.3087,10.31,6.89,5.12,0.234,2.9,121.4,320,0.4234,0.4,0.3625,100.0,High,1
DRV-1027,35,0,0.0,3.8,3.05,2.86,0.0847,1.57,109.3,519,0.184,0.1849,0.1962,0.0,Low,0
DRV-1028,27,1,0.0893,5.41,4.2,3.48,0.1689,1.6,107.1,815,0.2478,0.2257,0.2,58.5,Moderate,1
DRV-1029,52,2,0.3285,11.0,8.87,7.23,0.2884,3.05,140.3,172,0.5124,0.4818,0.3812,100.0,High,1
DRV-1030,42,0,0.0539,7.69,6.32,8.32,0.1879,2.74,132.3,343,0.4255,0.3008,0.3425,98.8,High,1
DRV-1031,31,6,0.0602,1.97,2.85,0.89,0.0447,0.82,79.0,226,0.1047,0.1044,0.1025,0.0,Low,0
DRV-1032,27,3,0.242,8.71,5.56,4.1,0.2587,1.8,96.8,350,0.3489,0.2711,0.225,98.3,High,1
DRV-1033,20,9,0.0,4.05,1.27,2.81,0.0673,0.23,75.2,210,0.1584,0.057,0.0288,0.0,Low,0
DRV-1034,19,0,0.0,0.94,1.69,0.93,0.0323,0.74,84.4,681,0.0656,0.0915,0.0925,0.0,Low,0
DRV-1035,50,2,0.092,6.93,4.58,4.14,0.1506,1.83,121.4,680,0.2977,0.2809,0.2288,95.0,High,1
DRV-1036,49,6,0.0171,4.42,2.87,1.77,0.0467,0.85,88.6,931,0.1716,0.1167,0.1062,0.0,Low,0
DRV-1037,30,7,0.0115,1.52,3.19,3.88,0.0372,0.88,94.8,222,0.1612,0.1368,0.11,0.0,Low,0
DRV-1038,54,5,0.1601,7.77,6.14,6.42,0.1995,2.88,137.0,518,0.3861,0.3768,0.36,99.9,High,1
DRV-1039,45,9,0.0,1.2,1.64,0.66,0.0284,2.3,99.8,515,0.0645,0.1492,0.2875,0.0,Low,0
DRV-1040,40,2,0.1683,7.12,5.95,5.79,0.1648,1.96,124.2,788,0.3574,0.3333,0.245,99.9,High,1
DRV-1041,48,1,0.0743,7.06,3.09,3.3,0.0977,1.13,87.2,743,0.2587,0.1429,0.1412,0.8,Low,0
DRV-1042,45,2,0.3229,7.59,6.76,5.43,0.1984,2.65,113.2,313,0.3731,0.3771,0.3312,99.6,High,1
